input_db,output_db,gain_reduction_db,threshold,ratio,knee,attack_ms,release_ms
-7.5,-51.94,44.44,-0.37,13.4,,,
-5.0,-51.79,46.79,-0.37,13.4,,,
-2.5,-51.61,49.11,-0.37,13.4,,,
0.0,-51.32,51.32,-0.37,13.4,,,
-60.0,-63.01,3.01,-0.37,14.3,,,
-57.5,-60.51,3.01,-0.37,14.3,,,
-55.0,-58.01,3.01,-0.37,14.3,,,
-52.5,-55.51,3.01,-0.37,14.3,,,
-50.0,-53.01,3.01,-0.37,14.3,,,
-47.5,-50.51,3.01,-0.37,14.3,,,
-45.0,-48.05,3.05,-0.37,14.3,,,
-42.5,-45.9,3.4,-0.37,14.3,,,
-40.0,-44.87,4.87,-0.37,14.3,,,
-37.5,-44.77,7.27,-0.37,14.3,,,
-35.0,-45.79,10.79,-0.37,14.3,,,
-32.5,-47.64,15.14,-0.37,14.3,,,
-30.0,-49.34,19.34,-0.37,14.3,,,
-27.5,-50.57,23.07,-0.37,14.3,,,
-25.0,-51.36,26.36,-0.37,14.3,,,
-22.5,-51.86,29.36,-0.37,14.3,,,
-20.0,-52.15,32.15,-0.37,14.3,,,
-17.5,-52.3,34.8,-0.37,14.3,,,
-15.0,-52.35,37.35,-0.37,14.3,,,
-12.5,-52.33,39.83,-0.37,14.3,,,
-10.0,-52.26,42.26,-0.37,14.3,,,
-7.5,-52.15,44.65,-0.37,14.3,,,
-5.0,-52.01,47.01,-0.37,14.3,,,
-2.5,-51.84,49.34,-0.37,14.3,,,
0.0,-51.56,51.56,-0.37,14.3,,,
-60.0,-63.01,3.01,-0.37,15.3,,,
-57.5,-60.51,3.01,-0.37,15.3,,,
-55.0,-58.01,3.01,-0.37,15.3,,,
-52.5,-55.51,3.01,-0.37,15.3,,,
-50.0,-53.01,3.01,-0.37,15.3,,,
-47.5,-50.51,3.01,-0.37,15.3,,,
-45.0,-48.05,3.05,-0.37,15.3,,,
-42.5,-45.91,3.41,-0.37,15.3,,,
-40.0,-44.88,4.88,-0.37,15.3,,,
-37.5,-44.79,7.29,-0.37,15.3,,,
-35.0,-45.82,10.82,-0.37,15.3,,,
-32.5,-47.7,15.2,-0.37,15.3,,,
-30.0,-49.42,19.42,-0.37,15.3,,,
-27.5,-50.66,23.16,-0.37,15.3,,,
-25.0,-51.47,26.47,-0.37,15.3,,,
-22.5,-51.98,29.48,-0.37,15.3,,,
-20.0,-52.28,32.28,-0.37,15.3,,,
-17.5,-52.44,34.94,-0.37,15.3,,,
-15.0,-52.5,37.5,-0.37,15.3,,,
-12.5,-52.49,39.99,-0.37,15.3,,,
-10.0,-52.43,42.43,-0.37,15.3,,,
-7.5,-52.34,44.84,-0.37,15.3,,,
-5.0,-52.21,47.21,-0.37,15.3,,,
-2.5,-52.05,49.55,-0.37,15.3,,,
0.0,-51.78,51.78,-0.37,15.3,,,
-60.0,-63.01,3.01,-0.37,16.2,,,
-57.5,-60.51,3.01,-0.37,16.2,,,
-55.0,-58.01,3.01,-0.37,16.2,,,
-52.5,-55.51,3.01,-0.37,16.2,,,
-50.0,-53.01,3.01,-0.37,16.2,,,
-47.5,-50.51,3.01,-0.37,16.2,,,
-45.0,-48.05,3.05,-0.37,16.2,,,
-42.5,-45.91,3.41,-0.37,16.2,,,
-40.0,-44.89,4.89,-0.37,16.2,,,
-37.5,-44.8,7.3,-0.37,16.2,,,
-35.0,-45.85,10.85,-0.37,16.2,,,
-32.5,-47.75,15.25,-0.37,16.2,,,
-30.0,-49.48,19.48,-0.37,16.2,,,
-27.5,-50.74,23.24,-0.37,16.2,,,
-25.0,-51.57,26.57,-0.37,16.2,,,
-22.5,-52.09,29.59,-0.37,16.2,,,
-20.0,-52.4,32.4,-0.37,16.2,,,
-17.5,-52.57,35.07,-0.37,16.2,,,
-15.0,-52.64,37.64,-0.37,16.2,,,
-12.5,-52.64,40.14,-0.37,16.2,,,
-10.0,-52.59,42.59,-0.37,16.2,,,
-7.5,-52.5,45.0,-0.37,16.2,,,
-5.0,-52.39,47.39,-0.37,16.2,,,
-2.5,-52.23,49.73,-0.37,16.2,,,
0.0,-51.98,51.98,-0.37,16.2,,,
-60.0,-63.01,3.01,-0.37,17.2,,,
-57.5,-60.51,3.01,-0.37,17.2,,,
-55.0,-58.01,3.01,-0.37,17.2,,,
-52.5,-55.51,3.01,-0.37,17.2,,,
-50.0,-53.01,3.01,-0.37,17.2,,,
-47.5,-50.51,3.01,-0.37,17.2,,,
-45.0,-48.05,3.05,-0.37,17.2,,,
-42.5,-45.91,3.41,-0.37,17.2,,,
-40.0,-44.9,4.9,-0.37,17.2,,,
-37.5,-44.82,7.32,-0.37,17.2,,,
-35.0,-45.88,10.88,-0.37,17.2,,,
-32.5,-47.79,15.29,-0.37,17.2,,,
-30.0,-49.55,19.55,-0.37,17.2,,,
-27.5,-50.82,23.32,-0.37,17.2,,,
-25.0,-51.65,26.65,-0.37,17.2,,,
-22.5,-52.19,29.69,-0.37,17.2,,,
-20.0,-52.51,32.51,-0.37,17.2,,,
-17.5,-52.69,35.19,-0.37,17.2,,,
-15.0,-52.77,37.77,-0.37,17.2,,,
-12.5,-52.78,40.28,-0.37,17.2,,,
-10.0,-52.74,42.74,-0.37,17.2,,,
-7.5,-52.66,45.16,-0.37,17.2,,,
-5.0,-52.55,47.55,-0.37,17.2,,,
-2.5,-52.41,49.91,-0.37,17.2,,,
0.0,-52.16,52.16,-0.37,17.2,,,
-60.0,-63.01,3.01,-0.37,18.1,,,
-57.5,-60.51,3.01,-0.37,18.1,,,
-55.0,-58.01,3.01,-0.37,18.1,,,
-52.5,-55.51,3.01,-0.37,18.1,,,
-50.0,-53.01,3.01,-0.37,18.1,,,
-47.5,-50.51,3.01,-0.37,18.1,,,
-45.0,-48.05,3.05,-0.37,18.1,,,
-42.5,-45.91,3.41,-0.37,18.1,,,
-40.0,-44.9,4.9,-0.37,18.1,,,
-37.5,-44.83,7.33,-0.37,18.1,,,
-35.0,-45.91,10.91,-0.37,18.1,,,
-32.5,-47.83,15.33,-0.37,18.1,,,
-30.0,-49.6,19.6,-0.37,18.1,,,
-27.5,-50.88,23.38,-0.37,18.1,,,
-25.0,-51.73,26.73,-0.37,18.1,,,
-22.5,-52.27,29.77,-0.37,18.1,,,
-20.0,-52.6,32.6,-0.37,18.1,,,
-17.5,-52.79,35.29,-0.37,18.1,,,
-15.0,-52.88,37.88,-0.37,18.1,,,
-12.5,-52.9,40.4,-0.37,18.1,,,
-10.0,-52.86,42.86,-0.37,18.1,,,
-7.5,-52.79,45.29,-0.37,18.1,,,
-5.0,-52.69,47.69,-0.37,18.1,,,
-2.5,-52.55,50.05,-0.37,18.1,,,
0.0,-52.31,52.31,-0.37,18.1,,,
-60.0,-63.01,3.01,-0.37,19.1,,,
-57.5,-60.51,3.01,-0.37,19.1,,,
-55.0,-58.01,3.01,-0.37,19.1,,,
-52.5,-55.51,3.01,-0.37,19.1,,,
-50.0,-53.01,3.01,-0.37,19.1,,,
-47.5,-50.51,3.01,-0.37,19.1,,,
-45.0,-48.05,3.05,-0.37,19.1,,,
-42.5,-45.91,3.41,-0.37,19.1,,,
-40.0,-44.91,4.91,-0.37,19.1,,,
-37.5,-44.85,7.35,-0.37,19.1,,,
-35.0,-45.93,10.93,-0.37,19.1,,,
-32.5,-47.87,15.37,-0.37,19.1,,,
-30.0,-49.64,19.64,-0.37,19.1,,,
-27.5,-50.94,23.44,-0.37,19.1,,,
-25.0,-51.79,26.79,-0.37,19.1,,,
-22.5,-52.34,29.84,-0.37,19.1,,,
-20.0,-52.68,32.68,-0.37,19.1,,,
-17.5,-52.88,35.38,-0.37,19.1,,,
-15.0,-52.97,37.97,-0.37,19.1,,,
-12.5,-53.0,40.5,-0.37,19.1,,,
-10.0,-52.97,42.97,-0.37,19.1,,,
-7.5,-52.9,45.4,-0.37,19.1,,,
-5.0,-52.81,47.81,-0.37,19.1,,,
-2.5,-52.68,50.18,-0.37,19.1,,,
0.0,-52.44,52.44,-0.37,19.1,,,
-60.0,-63.01,3.01,-0.37,20.0,,,
-57.5,-60.51,3.01,-0.37,20.0,,,
-55.0,-58.01,3.01,-0.37,20.0,,,
-52.5,-55.51,3.01,-0.37,20.0,,,
-50.0,-53.01,3.01,-0.37,20.0,,,
-47.5,-50.51,3.01,-0.37,20.0,,,
-45.0,-48.05,3.05,-0.37,20.0,,,
-42.5,-45.91,3.41,-0.37,20.0,,,
-40.0,-44.91,4.91,-0.37,20.0,,,
-37.5,-44.86,7.36,-0.37,20.0,,,
-35.0,-45.95,10.95,-0.37,20.0,,,
-32.5,-47.9,15.4,-0.37,20.0,,,
-30.0,-49.69,19.69,-0.37,20.0,,,
-27.5,-50.99,23.49,-0.37,20.0,,,
-25.0,-51.86,26.86,-0.37,20.0,,,
-22.5,-52.41,29.91,-0.37,20.0,,,
-20.0,-52.76,32.76,-0.37,20.0,,,
-17.5,-52.96,35.46,-0.37,20.0,,,
-15.0,-53.07,38.07,-0.37,20.0,,,
-12.5,-53.1,40.6,-0.37,20.0,,,
-10.0,-53.07,43.07,-0.37,20.0,,,
-7.5,-53.02,45.52,-0.37,20.0,,,
-5.0,-52.93,47.93,-0.37,20.0,,,
-2.5,-52.8,50.3,-0.37,20.0,,,
0.0,-52.57,52.57,-0.37,20.0,,,
-60.0,-63.01,3.01,-0.16,2.0,,,
-57.5,-60.51,3.01,-0.16,2.0,,,
-55.0,-58.01,3.01,-0.16,2.0,,,
-52.5,-55.51,3.01,-0.16,2.0,,,
-50.0,-53.01,3.01,-0.16,2.0,,,
-47.5,-50.51,3.01,-0.16,2.0,,,
-45.0,-48.01,3.01,-0.16,2.0,,,
-42.5,-45.51,3.01,-0.16,2.0,,,
-40.0,-43.16,3.16,-0.16,2.0,,,
-37.5,-41.34,3.84,-0.16,2.0,,,
-35.0,-40.15,5.15,-0.16,2.0,,,
-32.5,-39.55,7.05,-0.16,2.0,,,
-30.0,-39.29,9.29,-0.16,2.0,,,
-27.5,-38.8,11.3,-0.16,2.0,,,
-25.0,-38.09,13.09,-0.16,2.0,,,
-22.5,-37.22,14.72,-0.16,2.0,,,
-20.0,-36.24,16.24,-0.16,2.0,,,
-17.5,-35.19,17.69,-0.16,2.0,,,
-15.0,-34.08,19.08,-0.16,2.0,,,
-12.5,-32.94,20.44,-0.16,2.0,,,
-10.0,-31.77,21.77,-0.16,2.0,,,
-7.5,-30.58,23.08,-0.16,2.0,,,
-5.0,-29.38,24.38,-0.16,2.0,,,
-2.5,-28.14,25.64,-0.16,2.0,,,
0.0,-26.79,26.79,-0.16,2.0,,,
-60.0,-63.01,3.01,-0.16,3.0,,,
-57.5,-60.51,3.01,-0.16,3.0,,,
-55.0,-58.01,3.01,-0.16,3.0,,,
-52.5,-55.51,3.01,-0.16,3.0,,,
-50.0,-53.01,3.01,-0.16,3.0,,,
-47.5,-50.51,3.01,-0.16,3.0,,,
-45.0,-48.01,3.01,-0.16,3.0,,,
-42.5,-45.51,3.01,-0.16,3.0,,,
-40.0,-43.21,3.21,-0.16,3.0,,,
-37.5,-41.61,4.11,-0.16,3.0,,,
-35.0,-40.84,5.84,-0.16,3.0,,,
-32.5,-40.85,8.35,-0.16,3.0,,,
-30.0,-41.32,11.32,-0.16,3.0,,,
-27.5,-41.49,13.99,-0.16,3.0,,,
-25.0,-41.35,16.35,-0.16,3.0,,,
-22.5,-41.01,18.51,-0.16,3.0,,,
-20.0,-40.51,20.51,-0.16,3.0,,,
-17.5,-39.92,22.42,-0.16,3.0,,,
-15.0,-39.26,24.26,-0.16,3.0,,,
-12.5,-38.55,26.05,-0.16,3.0,,,
-10.0,-37.8,27.8,-0.16,3.0,,,
-7.5,-37.03,29.53,-0.16,3.0,,,
-5.0,-36.23,31.23,-0.16,3.0,,,
-2.5,-35.4,32.9,-0.16,3.0,,,
0.0,-34.47,34.47,-0.16,3.0,,,
-60.0,-63.01,3.01,-0.16,3.9,,,
-57.5,-60.51,3.01,-0.16,3.9,,,
-55.0,-58.01,3.01,-0.16,3.9,,,
-52.5,-55.51,3.01,-0.16,3.9,,,
-50.0,-53.01,3.01,-0.16,3.9,,,
-47.5,-50.51,3.01,-0.16,3.9,,,
-45.0,-48.01,3.01,-0.16,3.9,,,
-42.5,-45.51,3.01,-0.16,3.9,,,
-40.0,-43.23,3.23,-0.16,3.9,,,
-37.5,-41.75,4.25,-0.16,3.9,,,
-35.0,-41.18,6.18,-0.16,3.9,,,
-32.5,-41.51,9.01,-0.16,3.9,,,
-30.0,-42.33,12.33,-0.16,3.9,,,
-27.5,-42.83,15.33,-0.16,3.9,,,
-25.0,-42.98,17.98,-0.16,3.9,,,
-22.5,-42.89,20.39,-0.16,3.9,,,
-20.0,-42.64,22.64,-0.16,3.9,,,
-17.5,-42.28,24.78,-0.16,3.9,,,
-15.0,-41.83,26.83,-0.16,3.9,,,
-12.5,-41.34,28.84,-0.16,3.9,,,
-10.0,-40.8,30.8,-0.16,3.9,,,
-7.5,-40.23,32.73,-0.16,3.9,,,
-5.0,-39.64,34.64,-0.16,3.9,,,
-2.5,-39.01,36.51,-0.16,3.9,,,
0.0,-38.28,38.28,-0.16,3.9,,,
-60.0,-63.01,3.01,-0.16,4.8,,,
-57.5,-60.51,3.01,-0.16,4.8,,,
-55.0,-58.01,3.01,-0.16,4.8,,,
-52.5,-55.51,3.01,-0.16,4.8,,,
-50.0,-53.01,3.01,-0.16,4.8,,,
-47.5,-50.51,3.01,-0.16,4.8,,,
-45.0,-48.01,3.01,-0.16,4.8,,,
-42.5,-45.51,3.01,-0.16,4.8,,,
-40.0,-43.24,3.24,-0.16,4.8,,,
-37.5,-41.83,4.33,-0.16,4.8,,,
-35.0,-41.4,6.4,-0.16,4.8,,,
-32.5,-41.91,9.41,-0.16,4.8,,,
-30.0,-42.96,12.96,-0.16,4.8,,,
-27.5,-43.66,16.16,-0.16,4.8,,,
-25.0,-43.99,18.99,-0.16,4.8,,,
-22.5,-44.07,21.57,-0.16,4.8,,,
-20.0,-43.96,23.96,-0.16,4.8,,,
-17.5,-43.74,26.24,-0.16,4.8,,,
-15.0,-43.44,28.44,-0.16,4.8,,,
-12.5,-43.07,30.57,-0.16,4.8,,,
-10.0,-42.66,32.66,-0.16,4.8,,,
-7.5,-42.22,34.72,-0.16,4.8,,,
-5.0,-41.76,36.76,-0.16,4.8,,,
-2.5,-41.25,38.75,-0.16,4.8,,,
0.0,-40.65,40.65,-0.16,4.8,,,
-60.0,-63.01,3.01,-0.16,5.8,,,
-57.5,-60.51,3.01,-0.16,5.8,,,
-55.0,-58.01,3.01,-0.16,5.8,,,
-52.5,-55.51,3.01,-0.16,5.8,,,
-50.0,-53.01,3.01,-0.16,5.8,,,
-47.5,-50.51,3.01,-0.16,5.8,,,
-45.0,-48.01,3.01,-0.16,5.8,,,
-42.5,-45.51,3.01,-0.16,5.8,,,
-40.0,-43.25,3.25,-0.16,5.8,,,
-37.5,-41.89,4.39,-0.16,5.8,,,
-35.0,-41.54,6.54,-0.16,5.8,,,
-32.5,-42.19,9.69,-0.16,5.8,,,
-30.0,-43.39,13.39,-0.16,5.8,,,
-27.5,-44.22,16.72,-0.16,5.8,,,
-25.0,-44.67,19.67,-0.16,5.8,,,
-22.5,-44.85,22.35,-0.16,5.8,,,
-20.0,-44.85,24.85,-0.16,5.8,,,
-17.5,-44.72,27.22,-0.16,5.8,,,
-15.0,-44.51,29.51,-0.16,5.8,,,
-12.5,-44.23,31.73,-0.16,5.8,,,
-10.0,-43.91,33.91,-0.16,5.8,,,
-7.5,-43.55,36.05,-0.16,5.8,,,
-5.0,-43.17,38.17,-0.16,5.8,,,
-2.5,-42.75,40.25,-0.16,5.8,,,
0.0,-42.23,42.23,-0.16,5.8,,,
-60.0,-63.01,3.01,-0.16,6.7,,,
-57.5,-60.51,3.01,-0.16,6.7,,,
-55.0,-58.01,3.01,-0.16,6.7,,,
-52.5,-55.51,3.01,-0.16,6.7,,,
-50.0,-53.01,3.01,-0.16,6.7,,,
-47.5,-50.51,3.01,-0.16,6.7,,,
-45.0,-48.01,3.01,-0.16,6.7,,,
-42.5,-45.51,3.01,-0.16,6.7,,,
-40.0,-43.26,3.26,-0.16,6.7,,,
-37.5,-41.93,4.43,-0.16,6.7,,,
-35.0,-41.65,6.65,-0.16,6.7,,,
-32.5,-42.38,9.88,-0.16,6.7,,,
-30.0,-43.69,13.69,-0.16,6.7,,,
-27.5,-44.62,17.12,-0.16,6.7,,,
-25.0,-45.16,20.16,-0.16,6.7,,,
-22.5,-45.42,22.92,-0.16,6.7,,,
-20.0,-45.49,25.49,-0.16,6.7,,,
-17.5,-45.43,27.93,-0.16,6.7,,,
-15.0,-45.28,30.28,-0.16,6.7,,,
-12.5,-45.06,32.56,-0.16,6.7,,,
-10.0,-44.8,34.8,-0.16,6.7,,,
-7.5,-44.51,37.01,-0.16,6.7,,,
-5.0,-44.19,39.19,-0.16,6.7,,,
-2.5,-43.83,41.33,-0.16,6.7,,,
0.0,-43.37,43.37,-0.16,6.7,,,
-60.0,-63.01,3.01,-0.16,7.7,,,
-57.5,-60.51,3.01,-0.16,7.7,,,
-55.0,-58.01,3.01,-0.16,7.7,,,
-52.5,-55.51,3.01,-0.16,7.7,,,
-50.0,-53.01,3.01,-0.16,7.7,,,
-47.5,-50.51,3.01,-0.16,7.7,,,
-45.0,-48.01,3.01,-0.16,7.7,,,
-42.5,-45.51,3.01,-0.16,7.7,,,
-40.0,-43.27,3.27,-0.16,7.7,,,
-37.5,-41.96,4.46,-0.16,7.7,,,
-35.0,-41.72,6.72,-0.16,7.7,,,
-32.5,-42.53,10.03,-0.16,7.7,,,
-30.0,-43.93,13.93,-0.16,7.7,,,
-27.5,-44.93,17.43,-0.16,7.7,,,
-25.0,-45.53,20.53,-0.16,7.7,,,
-22.5,-45.84,23.34,-0.16,7.7,,,
-20.0,-45.97,25.97,-0.16,7.7,,,
-17.5,-45.96,28.46,-0.16,7.7,,,
-15.0,-45.86,30.86,-0.16,7.7,,,
-12.5,-45.69,33.19,-0.16,7.7,,,
-10.0,-45.48,35.48,-0.16,7.7,,,
-7.5,-45.23,37.73,-0.16,7.7,,,
-5.0,-44.96,39.96,-0.16,7.7,,,
-2.5,-44.64,42.14,-0.16,7.7,,,
0.0,-44.23,44.23,-0.16,7.7,,,
-60.0,-63.01,3.01,-0.16,8.6,,,
-57.5,-60.51,3.01,-0.16,8.6,,,
-55.0,-58.01,3.01,-0.16,8.6,,,
-52.5,-55.51,3.01,-0.16,8.6,,,
-50.0,-53.01,3.01,-0.16,8.6,,,
-47.5,-50.51,3.01,-0.16,8.6,,,
-45.0,-48.01,3.01,-0.16,8.6,,,
-42.5,-45.51,3.01,-0.16,8.6,,,
-40.0,-43.27,3.27,-0.16,8.6,,,
-37.5,-41.98,4.48,-0.16,8.6,,,
-35.0,-41.78,6.78,-0.16,8.6,,,
-32.5,-42.64,10.14,-0.16,8.6,,,
-30.0,-44.1,14.1,-0.16,8.6,,,
-27.5,-45.16,17.66,-0.16,8.6,,,
-25.0,-45.81,20.81,-0.16,8.6,,,
-22.5,-46.17,23.67,-0.16,8.6,,,
-20.0,-46.33,26.33,-0.16,8.6,,,
-17.5,-46.37,28.87,-0.16,8.6,,,
-15.0,-46.3,31.3,-0.16,8.6,,,
-12.5,-46.17,33.67,-0.16,8.6,,,
-10.0,-46.0,36.0,-0.16,8.6,,,
-7.5,-45.78,38.28,-0.16,8.6,,,
-5.0,-45.54,40.54,-0.16,8.6,,,
-2.5,-45.26,42.76,-0.16,8.6,,,
0.0,-44.88,44.88,-0.16,8.6,,,
-60.0,-63.01,3.01,-0.16,9.6,,,
-57.5,-60.51,3.01,-0.16,9.6,,,
-55.0,-58.01,3.01,-0.16,9.6,,,
-52.5,-55.51,3.01,-0.16,9.6,,,
-50.0,-53.01,3.01,-0.16,9.6,,,
-47.5,-50.51,3.01,-0.16,9.6,,,
-45.0,-48.01,3.01,-0.16,9.6,,,
-42.5,-45.51,3.01,-0.16,9.6,,,
-40.0,-43.27,3.27,-0.16,9.6,,,
-37.5,-42.0,4.5,-0.16,9.6,,,
-35.0,-41.83,6.83,-0.16,9.6,,,
-32.5,-42.74,10.24,-0.16,9.6,,,
-30.0,-44.25,14.25,-0.16,9.6,,,
-27.5,-45.35,17.85,-0.16,9.6,,,
-25.0,-46.04,21.04,-0.16,9.6,,,
-22.5,-46.44,23.94,-0.16,9.6,,,
-20.0,-46.64,26.64,-0.16,9.6,,,
-17.5,-46.71,29.21,-0.16,9.6,,,
-15.0,-46.67,31.67,-0.16,9.6,,,
-12.5,-46.58,34.08,-0.16,9.6,,,
-10.0,-46.43,36.43,-0.16,9.6,,,
-7.5,-46.24,38.74,-0.16,9.6,,,
-5.0,-46.03,41.03,-0.16,9.6,,,
-2.5,-45.78,43.28,-0.16,9.6,,,
0.0,-45.42,45.42,-0.16,9.6,,,
-60.0,-63.01,3.01,-0.16,10.5,,,
-57.5,-60.51,3.01,-0.16,10.5,,,
-55.0,-58.01,3.01,-0.16,10.5,,,
-52.5,-55.51,3.01,-0.16,10.5,,,
-50.0,-53.01,3.01,-0.16,10.5,,,
-47.5,-50.51,3.01,-0.16,10.5,,,
-45.0,-48.01,3.01,-0.16,10.5,,,
-42.5,-45.51,3.01,-0.16,10.5,,,
-40.0,-43.28,3.28,-0.16,10.5,,,
-37.5,-42.02,4.52,-0.16,10.5,,,
-35.0,-41.87,6.87,-0.16,10.5,,,
-32.5,-42.81,10.31,-0.16,10.5,,,
-30.0,-44.36,14.36,-0.16,10.5,,,
-27.5,-45.5,18.0,-0.16,10.5,,,
-25.0,-46.23,21.23,-0.16,10.5,,,
-22.5,-46.65,24.15,-0.16,10.5,,,
-20.0,-46.88,26.88,-0.16,10.5,,,
-17.5,-46.97,29.47,-0.16,10.5,,,
-15.0,-46.96,31.96,-0.16,10.5,,,
-12.5,-46.89,34.39,-0.16,10.5,,,
-10.0,-46.76,36.76,-0.16,10.5,,,
-7.5,-46.6,39.1,-0.16,10.5,,,
-5.0,-46.41,41.41,-0.16,10.5,,,
-2.5,-46.18,43.68,-0.16,10.5,,,
0.0,-45.85,45.85,-0.16,10.5,,,
-60.0,-63.01,3.01,-0.16,11.5,,,
-57.5,-60.51,3.01,-0.16,11.5,,,
-55.0,-58.01,3.01,-0.16,11.5,,,
-52.5,-55.51,3.01,-0.16,11.5,,,
-50.0,-53.01,3.01,-0.16,11.5,,,
-47.5,-50.51,3.01,-0.16,11.5,,,
-45.0,-48.01,3.01,-0.16,11.5,,,
-42.5,-45.51,3.01,-0.16,11.5,,,
-40.0,-43.28,3.28,-0.16,11.5,,,
-37.5,-42.03,4.53,-0.16,11.5,,,
-35.0,-41.91,6.91,-0.16,11.5,,,
-32.5,-42.87,10.37,-0.16,11.5,,,
-30.0,-44.46,14.46,-0.16,11.5,,,
-27.5,-45.63,18.13,-0.16,11.5,,,
-25.0,-46.38,21.38,-0.16,11.5,,,
-22.5,-46.83,24.33,-0.16,11.5,,,
-20.0,-47.08,27.08,-0.16,11.5,,,
-17.5,-47.19,29.69,-0.16,11.5,,,
-15.0,-47.21,32.21,-0.16,11.5,,,
-12.5,-47.15,34.65,-0.16,11.5,,,
-10.0,-47.05,37.05,-0.16,11.5,,,
-7.5,-46.9,39.4,-0.16,11.5,,,
-5.0,-46.73,41.73,-0.16,11.5,,,
-2.5,-46.52,44.02,-0.16,11.5,,,
0.0,-46.21,46.21,-0.16,11.5,,,
-60.0,-63.01,3.01,-0.16,12.4,,,
-57.5,-60.51,3.01,-0.16,12.4,,,
-55.0,-58.01,3.01,-0.16,12.4,,,
-52.5,-55.51,3.01,-0.16,12.4,,,
-50.0,-53.01,3.01,-0.16,12.4,,,
-47.5,-50.51,3.01,-0.16,12.4,,,
-45.0,-48.01,3.01,-0.16,12.4,,,
-42.5,-45.51,3.01,-0.16,12.4,,,
-40.0,-43.28,3.28,-0.16,12.4,,,
-37.5,-42.04,4.54,-0.16,12.4,,,
-35.0,-41.94,6.94,-0.16,12.4,,,
-32.5,-42.93,10.43,-0.16,12.4,,,
-30.0,-44.54,14.54,-0.16,12.4,,,
-27.5,-45.74,18.24,-0.16,12.4,,,
-25.0,-46.51,21.51,-0.16,12.4,,,
-22.5,-46.99,24.49,-0.16,12.4,,,
-20.0,-47.26,27.26,-0.16,12.4,,,
-17.5,-47.39,29.89,-0.16,12.4,,,
-15.0,-47.42,32.42,-0.16,12.4,,,
-12.5,-47.38,34.88,-0.16,12.4,,,
-10.0,-47.29,37.29,-0.16,12.4,,,
-7.5,-47.16,39.66,-0.16,12.4,,,
-5.0,-47.01,42.01,-0.16,12.4,,,
-2.5,-46.82,44.32,-0.16,12.4,,,
0.0,-46.52,46.52,-0.16,12.4,,,
-60.0,-63.01,3.01,-0.16,13.4,,,
-57.5,-60.51,3.01,-0.16,13.4,,,
-55.0,-58.01,3.01,-0.16,13.4,,,
-52.5,-55.51,3.01,-0.16,13.4,,,
-50.0,-53.01,3.01,-0.16,13.4,,,
-47.5,-50.51,3.01,-0.16,13.4,,,
-45.0,-48.01,3.01,-0.16,13.4,,,
-42.5,-45.51,3.01,-0.16,13.4,,,
-40.0,-43.28,3.28,-0.16,13.4,,,
-37.5,-42.05,4.55,-0.16,13.4,,,
-35.0,-41.96,6.96,-0.16,13.4,,,
-32.5,-42.98,10.48,-0.16,13.4,,,
-30.0,-44.62,14.62,-0.16,13.4,,,
-27.5,-45.84,18.34,-0.16,13.4,,,
-25.0,-46.63,21.63,-0.16,13.4,,,
-22.5,-47.13,24.63,-0.16,13.4,,,
-20.0,-47.41,27.41,-0.16,13.4,,,
-17.5,-47.56,30.06,-0.16,13.4,,,
-15.0,-47.6,32.6,-0.16,13.4,,,
-12.5,-47.58,35.08,-0.16,13.4,,,
-10.0,-47.51,37.51,-0.16,13.4,,,
-7.5,-47.39,39.89,-0.16,13.4,,,
-5.0,-47.25,42.25,-0.16,13.4,,,
-2.5,-47.08,44.58,-0.16,13.4,,,
0.0,-46.79,46.79,-0.16,13.4,,,
-60.0,-63.01,3.01,-0.16,14.3,,,
-57.5,-60.51,3.01,-0.16,14.3,,,
-55.0,-58.01,3.01,-0.16,14.3,,,
-52.5,-55.51,3.01,-0.16,14.3,,,
-50.0,-53.01,3.01,-0.16,14.3,,,
-47.5,-50.51,3.01,-0.16,14.3,,,
-45.0,-48.01,3.01,-0.16,14.3,,,
-42.5,-45.51,3.01,-0.16,14.3,,,
-40.0,-43.28,3.28,-0.16,14.3,,,
-37.5,-42.06,4.56,-0.16,14.3,,,
-35.0,-41.98,6.98,-0.16,14.3,,,
-32.5,-43.01,10.51,-0.16,14.3,,,
-30.0,-44.68,14.68,-0.16,14.3,,,
-27.5,-45.92,18.42,-0.16,14.3,,,
-25.0,-46.73,21.73,-0.16,14.3,,,
-22.5,-47.24,24.74,-0.16,14.3,,,
-20.0,-47.53,27.53,-0.16,14.3,,,
-17.5,-47.69,30.19,-0.16,14.3,,,
-15.0,-47.75,32.75,-0.16,14.3,,,
-12.5,-47.74,35.24,-0.16,14.3,,,
-10.0,-47.68,37.68,-0.16,14.3,,,
-7.5,-47.58,40.08,-0.16,14.3,,,
-5.0,-47.45,42.45,-0.16,14.3,,,
-2.5,-47.28,44.78,-0.16,14.3,,,
0.0,-47.01,47.01,-0.16,14.3,,,
-60.0,-63.01,3.01,-0.16,15.3,,,
-57.5,-60.51,3.01,-0.16,15.3,,,
-55.0,-58.01,3.01,-0.16,15.3,,,
-52.5,-55.51,3.01,-0.16,15.3,,,
-50.0,-53.01,3.01,-0.16,15.3,,,
-47.5,-50.51,3.01,-0.16,15.3,,,
-45.0,-48.01,3.01,-0.16,15.3,,,
-42.5,-45.51,3.01,-0.16,15.3,,,
